city,main_location,second_location,map_address,country,start_date,max_numbers,more_one_day,numbers_source,image_url,icon_1,icon_2,icon_3
Graz,Mariahilferplatz,,"Graz,Mariahilferplatz,Austria",Austria,15-Oct,several hundred,No,http://www.kleinezeitung.at/steiermark/graz/graz/2855102/hunderte-graz-bei-hessel-rede.story,http://static3.kleinezeitung.at/system/galleries_520x335/upload/2/7/6/2855102/726-hesse-graz-sabine151011.jpg,capital_big_highlight,target,shaded_dot
"Greenfield, Massachusetts",Town Common,,"Greenfield, Massachusetts,Town Common,USA",USA,12/10/11,50,Yes,,,capital_big_highlight,target,shaded_dot
"Greensboro, NC",Downtown,,"Greensboro, NC,Downtown,USA",USA,10/15/2011,600,Yes,http://www.news-record.com/content/2011/10/15/article/crowd_of_about_600_hits_downtown_for_occupy_greensboro,https://www.facebook.com/photo.php?fbid=2556160583728&set=o.170810463005308&type=1&theater,capital_big_highlight,target,shaded_dot
"Greensboro, North Carolina",Festival Park,through downtown,"Greensboro, North Carolina,Festival Park,USA",USA,10/15/2011,600,Yes,http://www.news-record.com/content/2011/10/15/article/600_march_downtown,http://occupygreensboro.org/,capital_big_highlight,target,shaded_dot
Groningen,Grote Markt,,"Groningen,Grote Markt,The Netherlands",The Netherlands,10/15/2011,40,Yes,http://www.oogtv.nl/2011/10/protesten-tegen-financiele-wereld/,http://indymedia.nl/nl/2011/10/79202.shtml,capital_big_highlight,target,shaded_dot
Guadalajara,El Parque Revolución (known also as El Parque Rojo),"Casa Jalisco (residence of the governor of the state of Jalisco); also, a small encampment took place at La Minerva the night of Oct. 14-15; finally, an assembly took place at the Plaza de Armas on Oct. 16, and will continue Oct. 22 and beyond","Guadalajara,El Parque Revolución (known also as El Parque Rojo),México",México,10/15/2011,500 (cited by media story linked below),Yes,http://www.lajornadajalisco.com.mx/2011/10/16/index.php?section=politica&article=008n1pol,http://jalisco.milenio.com/cdb/doc/noticias2011/883b546061d676d18d79de33dad430bf,capital_big_highlight,target,shaded_dot
"Guelph, Ontario",St. George's Square (downtown),,"Guelph, Ontario,St. George's Square (downtown),Canada",Canada,10/15/2011,35-40,Yes,http://www.guelphmercury.com/news/local/article/609900--occupy-guelph-protesters-occupy-st-george-s-square,http://www.guelphmercury.com/news/local/article/609900--occupy-guelph-protesters-occupy-st-george-s-square,capital_big_highlight,target,shaded_dot
Hannover,Ernst August Platz,,"Hannover,Ernst August Platz,Germany",Germany,10/15/2011,600,Yes,http://www.haz.de/Hannover/Aus-der-Stadt/Uebersicht/600-Kapitalismuskritiker-demonstrieren-in-Hannover,http://www.haz.de/Hannover/Fotostrecken-Hannover/Kapitalismuskritiker-gehen-in-Hannover-auf-die-Strasse/(at)/88/(mode)/full/(offset)/0,capital_big_highlight,target,shaded_dot
"Harrisburg, Pennsylvania",Capitol steps,,"Harrisburg, Pennsylvania,Capitol steps,USA",USA,10/15/2011,200,Yes,http://www.pennlive.com/midstate/index.ssf/2011/10/post_272.html?utm_source=dlvr.it&utm_medium=twitter,,capital_big_highlight,target,shaded_dot
"Helena, Montana",Capitol building,Federal Reserve,"Helena, Montana,Capitol building,USA",USA,October 15th,200,Yes,http://occupymissoula.wordpress.com/2011/10/29/greetings-from-occupymontana/,http://occupyhelena.files.wordpress.com/2011/10/capitol.jpg,capital_big_highlight,target,shaded_dot
Helsingborg,Rödhustorget,,"Helsingborg,Rödhustorget,Sweden",Sweden,10/15/11,150,No,http://hd.se/helsingborg/2011/10/15/startskott-for-en-battre-framtid/,http://mobil.hd.se/multimedia/dynamic/00603/AL_Occupy_Hbg1_603115c.jpg,capital_big_highlight,target,shaded_dot
"Hilo, Hawaii",Post Office (Fridays),Merrill Lynch offices (Mondays),"Hilo, Hawaii,Post Office (Fridays),USA",USA,6/10/11,50,Yes,http://www.bigislandvideonews.com/2011/10/17/hilo-occupy-hilo-joins-nation-in-show-of-support/,https://www.facebook.com/pages/Occupy-Hilo-in-solidarity-with-Occupy-Wall-Street/123047804466820,capital_big_highlight,target,shaded_dot
Homer AK,WKFL Park,,"Homer AK,WKFL Park,USA",USA,10/15/2011,67,No,http://www.facebook.com/groups/occupyhomer/,http://www.facebook.com/media/set/?set=oa.214371528630453&type=1,capital_big_highlight,target,shaded_dot
Honolulu,Waikiki,Ala Moana,"Honolulu,Waikiki,United States",United States,8/10/11,over 200 (at least),Yes,http://www.hawaiinewsnow.com/story/15703320/occupy-honolulu-protest-invades-waikiki-streets,http://www.facebook.com/OccupyHonolulu,capital_big_highlight,target,shaded_dot
Huancayo,Plaza Constitucion,,"Huancayo,Plaza Constitucion,Peru",Peru,October 15th 2011,30-60,No,http://peruanista.wordpress.com/2011/10/15/15-de-octubre-cambio-global-protestas-82-paises-mundo/,https://picasaweb.google.com/113190476757617795310/15OCtubreRevolucionMundialHuancayo#slideshow/5664664098515223570,capital_big_highlight,target,shaded_dot
Humboldt,Humboldt State University,"Arcata, Ca","Humboldt,Humboldt State University,USA",USA,1/10/11,100's,Yes,http://www.facebook.com/OccupyHumboldt?sk=wall&filter=1,http://www.facebook.com/OccupyHumboldt?sk=wall&filter=1,capital_big_highlight,target,shaded_dot
Huntington West Virginia,Chase Bank,,"Huntington West Virginia,Chase Bank,USA",USA,7/10/11,100,Yes,http://www.herald-dispatch.com/news/briefs/x1556232141/Occupy-Wall-Street-movement-takes-root-in-Huntington?r=mc&show=all,,capital_big_highlight,target,shaded_dot
Huntsville,Big Spring Park,,"Huntsville,Big Spring Park,United States",United States,7/10/11,200,No,"http://www.whnt.com/news/whnt-occupy-huntsville-organizes-in-big-spring-park-20111006,0,569092.story",http://media.trb.com/media/alternatethumbnails/story/2011-10/121843000-15194022.jpg,capital_big_highlight,target,shaded_dot
Hyannis MA,Hyannis Village Green,,"Hyannis MA,Hyannis Village Green,USA",USA,1014/11,100,Yes,http://www.capecodtoday.com/blogs/index.php/2011/10/14/crowd-turns-out-for-first-occupy-cape-co?blog=44,http://www.capecodtoday.com/images/news2011/occupycapecod.jpg,capital_big_highlight,target,shaded_dot
Indianapolis,Memorial Plaza,,"Indianapolis,Memorial Plaza,United States",United States,"Oct. 8, 2011 (ongoing)","1,000+ (nearly 1,000 reported for just one day of ongoing demonstration)",Yes,http://www.indystar.com/article/20111009/LOCAL/110090356/Occupy-Indy-protest-draws-1-000-people-Downtown?odyssey=nav|head,http://www.indystar.com/article/20111009/LOCAL/110090356/Occupy-Indy-protest-draws-1-000-people-Downtown?odyssey=nav|head,capital_big_highlight,target,shaded_dot
Invercargill,Gala Street reserve,,"Invercargill,Gala Street reserve,New Zealand",New Zealand,10/21/11,10+,Yes,http://www.stuff.co.nz/southland-times/news/5821728/Occupy-protesters-set-up-camp,http://www.stuff.co.nz/southland-times/news/5821728/Occupy-protesters-set-up-camp,capital_big_highlight,target,shaded_dot
Iowa City,College Green Park,,"Iowa City,College Green Park,United States",United States,10/10/11,200,Yes,http://www.press-citizen.com/article/20111010/NEWS01/310100010/Occupy-Iowa-City-continues-remains-peaceful,http://thegazette.com/wp-content/uploads/2011/10/6849159-LAS-occupy-Iowa-city-10_07_2011-19.58.38.jpg,capital_big_highlight,target,shaded_dot
Irvine,Civic Center,,"Irvine,Civic Center,USA",USA,"Oct.15,2011","500-1,000",Yes,http://blogs.ocweekly.com/navelgazing/2011/10/occupy_orange_county_holds_lar.php,http://www.youtube.com/watch?v=aTX_gCKc_dk&list=PL9421E14FFF1D70A2&index=21,capital_big_highlight,target,shaded_dot
Istanbul,,,"Istanbul,,Turkey",Turkey,10/30/2011,1500,Yes,http://www.facebook.com/event.php?eid=234114123311672&view=wall&notif_t=event_wall,,capital_big_highlight,target,shaded_dot
"jacksonville, fl",downtown,,"jacksonville, fl,downtown,USA",USA,oct 8th,500,Yes,http://www.facebook.com/OccupyJax,http://occupyjacksonville.us/,capital_big_highlight,target,shaded_dot
"Juneau, Alaska",Marine Park,,"Juneau, Alaska,Marine Park,USA",USA,10/15/2011,50,Yes,https://www.facebook.com/Occupyjuneau,http://juneauempire.com/local/2011-10-16/demonstrators-march-rain-cold#.TrS6CrIWe0x,capital_big_highlight,target,shaded_dot
"Kahului, Maui",Keopuolani Park,,"Kahului, Maui,Keopuolani Park,United States",United States,10/26/2011,50,Yes,,http://www.youtube.com/watch?v=Nx9G2DJ1_nE,capital_big_highlight,target,shaded_dot
"Kailua-Kona, Hawaii",South of Henry St. on Highway 11,,"Kailua-Kona, Hawaii,South of Henry St. on Highway 11,USA",USA,10/26/2011,60,Yes,,http://www.flickr.com/photos/occupyaloha/6218711207/,capital_big_highlight,target,shaded_dot
"Kalamazoo, MI",Bronson Park,,"Kalamazoo, MI,Bronson Park,United States",United States,12/10/11,"300 (estimate for Oct. 12, one day of ongoing protests)",Yes,http://www.detnews.com/article/20111013/METRO/110130400/%E2%80%98Occupy%E2%80%99-movement-takes-hold-across-Michigan,http://www.wwmt.com/articles/kalamazoo-1397000-wall-mich.html,capital_big_highlight,target,shaded_dot
kalispell,kalispell,Montana,"kalispell,kalispell,United States",United States,10/17/2011,50,No,http://www.kaj18.com/news/occupy-movement-now-active-in-all-mt-cities/#!prettyPhoto[gallery]/0/,,capital_big_highlight,target,shaded_dot
Kalmar,Larmtorget,,"Kalmar,Larmtorget,Sweden",Sweden,10/15/2011,50,No,http://www.facebook.com/pages/Occupy-Kalmar/289300267764445,https://twitter.com/#!/OccupyKalmar,capital_big_highlight,target,shaded_dot
Kansas City,"1 Memorial Dr, The Federal Reserve Building",,"Kansas City,1 Memorial Dr, The Federal Reserve Building,United States",United States,,,Yes,,http://g.virbcdn.com/_f/cdn_images/resize_1280x2400/e8/PageImage-446270-2506895-9331-occupykcflyer1.jpg,capital_big_highlight,target,shaded_dot
Karlsruhe,Werderplatz,,"Karlsruhe,Werderplatz,Germany",Germany,15.10.2011,220,No,"http://www.ka-news.de/region/karlsruhe/Occupy-Wall-Street-Auch-Karlsruhe-beteiligt-sich-am-weltweiten-Aktionstag;art6066,728825","http://www.ka-news.de/fotos/bilddetail/cme506458,772849",capital_big_highlight,target,shaded_dot
Keene NH,Railroad Sqaure,Central Square,"Keene NH,Railroad Sqaure,USA",USA,OCT 15th,40 protestors - 3-4 occupiers,Yes,http://sentinelsource.com/news/local/growing-fast/article_b3fc3c07-512a-591a-bc18-fb5165c7342c.html,http://www.facebook.com/pages/Occupy-Keene/270260219672001,capital_big_highlight,target,shaded_dot
"Kingston, Ontario",Confederation Park (In front of City Hall),,"Kingston, Ontario,Confederation Park (In front of City Hall),Canada",Canada,10/15/2011,"""Several hundred""",Yes,http://twitter.com/#!/search/occupykingston,http://yfrog.com/z/h6fl2kmj,capital_big_highlight,target,shaded_dot
"Kingston, Ontario",Confederation Park,,"Kingston, Ontario,Confederation Park,Canada",Canada,10/15/2011,15,Yes,occupykingston.ca,,capital_big_highlight,target,shaded_dot
Kolkata,"American Centre, (US Embassy)",,"Kolkata,American Centre, (US Embassy),India",India,19th October 2011,Hundreds,No,,http://online.wsj.com/article/SB10001424052970204618704576642364041641074.html,capital_big_highlight,target,shaded_dot
Koper,Tito Square (Titov trg),,"Koper,Tito Square (Titov trg),Slovenia",Slovenia,15.10.2011,250,No,http://www.zurnal24.si/koper-zbralo-se-je-okoli-200-protestnikov-clanek-137887,,capital_big_highlight,target,shaded_dot
Kragujevac,"Spomenik ""Uznesenje""",,"Kragujevac,Spomenik ""Uznesenje"",Srbija",Srbija,15.10.2011.,100,Yes,,https://www.facebook.com/photo.php?fbid=302782723080513&set=a.296497353709050.94214.288042057887913&type=1&theater,capital_big_highlight,target,shaded_dot
Kraków,Main Square,,"Kraków,Main Square,Poland",Poland,15.10.2011,20,Yes,https://www.facebook.com/occupykrakow,https://fbcdn-profile-a.akamaihd.net/hprofile-ak-snc4/373569_166050926821797_83821154_n.jpg,capital_big_highlight,target,shaded_dot
"La Corsse, WI",Cameron Park,,"La Corsse, WI,Cameron Park,USA",USA,10/15/2011,120,Yes,http://ireport.cnn.com/open-story.jspa?openStoryID=682030#DOC-690090,http://ireport.cnn.com/open-story.jspa?openStoryID=682030#DOC-690090,capital_big_highlight,target,shaded_dot
"Lafayette,IN",Downtown,,"Lafayette,IN,Downtown,United States",United States,10/29/2011,1000,Yes,http://www.facebook.com/OccupyLafayette,,capital_big_highlight,target,shaded_dot
Lahore,Nasir Bagh,same,"Lahore,Nasir Bagh,Pakistan",Pakistan,22nd October 2011,5000,Yes,https://www.facebook.com/event.php?eid=152653644831686,,capital_big_highlight,target,shaded_dot
Lakeland Florida,Munn Park,,"Lakeland Florida,Munn Park,USA",USA,10/15/2011,,Yes,http://www.wmnf.org/news_stories/9989,,capital_big_highlight,target,shaded_dot
"Lakeport, California",North Main Street,,"Lakeport, California,North Main Street,USA",USA,10/15/2011,50,No,http://www.record-bee.com/ci_19135316,,capital_big_highlight,target,shaded_dot
"Lancaster, PA",Art Park,,"Lancaster, PA,Art Park,USA",USA,10/15/2011,300,Yes,http://lancasteronline.com/article/local/479418_Occupy-Lancaster--Protestors-march-against-corporate-greed--make-camp.html,http://images-cdn.lancasteronline.com/252551_640.jpg,capital_big_highlight,target,shaded_dot
"Lansing, Michigan",Capitol Lawn,Reutters Park,"Lansing, Michigan,Capitol Lawn,United States of America",United States of America,10/15/2011,500,Yes,http://michiganmessenger.com/53269/hundreds-peacefully-occupy-state-capitol-grounds-lansing-park,http://bloggingformichigan.com/wp-content/uploads/2011/10/cdc0d2641.jpg,capital_big_highlight,target,shaded_dot
"Lawrence, Kansas",South Park,US Bank,"Lawrence, Kansas,South Park,United States",United States,Saturday October 8th,150,Yes,http://www2.ljworld.com/news/2011/oct/23/occupy-larwrence-members-energized-rally/,http://occupylawrence.files.wordpress.com/2011/10/occupy-background.jpg,capital_big_highlight,target,shaded_dot
Letterkenny,Market Square,,"Letterkenny,Market Square,Ireland",Ireland,15th October 2011,unlimited,Yes,,http://www.facebook.com/groups/179797378768848/,capital_big_highlight,target,shaded_dot
Leuven,Grote Markt,,"Leuven,Grote Markt,Belgium",Belgium,10/27/2011,,No,http://www.facebook.com/OccupyLeuven,,capital_big_highlight,target,shaded_dot
Lexington Ave. Bridge,Pritchard Park,,"Lexington Ave. Bridge,Pritchard Park,USA",USA,1/10/11,150,Yes,http://www.citizen-times.com/article/20111012/NEWS/310120035/City-may-find-home-Occupy-Asheville,http://www.mountainx.com/images/blogimages/_MG_5647low.jpg,capital_big_highlight,target,shaded_dot
"Lexington, KY","Downtown, near the JP Morgan Chase Bank",,"Lexington, KY,Downtown, near the JP Morgan Chase Bank,USA",USA,9/29/2011,30,Yes,http://www.kentucky.com/2011/10/04/1907574/occupy-wall-street-movement-comes.html,http://www.kentucky.com/2011/09/29/1902396/group-protests-corporate-greed.html,capital_big_highlight,target,shaded_dot
Lincoln,Near Capitol,March through Downtown,"Lincoln,Near Capitol,USA",USA,3/15/2011,500,Yes,http://m.journalstar.com/news/local/article_14862b0e-ef99-56dd-bb64-915744f8f82f.html,http://bloximages.chicago2.vip.townnews.com/journalstar.com/content/tncms/assets/v3/editorial/a/0f/a0ff9f00-5d14-5d48-8a9a-125aa494729d/4e9a2dd45d9a7.image.jpg,capital_big_highlight,target,shaded_dot
Lisbon,Sao Bento,Marques de Pombal,"Lisbon,Sao Bento,Portugal",Portugal,10/15/2011,100000,No,http://aeiou.expresso.pt/100-mil-indignados-em-lisboa-video=f680928,http://4.bp.blogspot.com/_kmqautmQmVo/SmBsGx7eF-I/AAAAAAAAAhk/swDQEb439sg/s400/Manifesta%C3%A7%C3%A3o+de+15+de+Novembro.bmp,capital_big_highlight,target,shaded_dot
Little Rock Arkansas,Capitol Building,Downtown,"Little Rock Arkansas,Capitol Building,USA",USA,oct 15th,500,Yes,http://arkansasnews.com/2011/10/15/occupy-little-rock-protest-draws-hundreds/,http://arkansasnews.com/2011/10/15/occupy-little-rock-protest-draws-hundreds/,capital_big_highlight,target,shaded_dot
Ljubljana,Kongresni trg,Slovenska cesta 56,"Ljubljana,Kongresni trg,Slovenia",Slovenia,14.10.2010,6000,Yes,http://www.delo.si/novice/slovenija/zahtevamo-pravicnost-zahtevamo-svobodo-zahtevamo-prihodnost.html,http://www.delo.si/assets/media/picture/20111015/670x420_PROTES.jpg,capital_big_highlight,target,shaded_dot
London,Victoria Park,Campbell Park,"London,Victoria Park,Canada",Canada,10/15/2011,24,Yes,http://981freefm.ca/london-ontario-news/victoria-park-still-occupied/,http://img23.imageshack.us/img23/231/29420310150419873841294.jpg,capital_big_highlight,target,shaded_dot
"Long Beach, California",Long Beach's Lincoln Park,Ocean Blvd and Pine Avenue,"Long Beach, California,Long Beach's Lincoln Park,USA",USA,10/16/2011,150,Yes,http://abclocal.go.com/kabc/story?section=news/local/los_angeles&id=8394570,http://www.lbpost.com/news/greggorymoore/12658,capital_big_highlight,target,shaded_dot
Louisville,Jefferson Square,,"Louisville,Jefferson Square,United States",United States,4/10/11,100+ (number reported for one day of ongoing demonstrations),Yes,http://www.whas11.com/news/local/Hundreds-Occupy-Louisville-in-attention-grabbing-march-down-Bardstown-Road-131930943.html,http://www.courier-journal.com/article/20111009/NEWS01/310090064/Occupy-Louisville-protesters-still-rallying-at-downtown-park?odyssey=tab|mostpopular|text|FRONTPAGE,capital_big_highlight,target,shaded_dot
Lubbock,19th and University,,"Lubbock,19th and University,United States",United States,10/15/2011,50,Yes,https://www.facebook.com/OccupyLubbock,https://fbcdn-sphotos-a.akamaihd.net/hphotos-ak-ash4/304112_248649385186378_238036176247699_770432_2050264094_n.jpg,capital_big_highlight,target,shaded_dot
Lubiana,Bavarski dvor infront of (Stock) Exchange,,"Lubiana,Bavarski dvor infront of (Stock) Exchange,Slovenia",Slovenia,10/15/2011,10,Yes,www.dnevnik.si,http://www.dnevnik.si/foto/1042481400,capital_big_highlight,target,shaded_dot
Maastricht,Markt,,"Maastricht,Markt,The Netherlands",The Netherlands,10/15/11,60,Yes,http://maastricht.dichtbij.nl/stad/occupy-maastricht-wil-elke-dag-demonstreren,,capital_big_highlight,target,shaded_dot
"Madison, WI",99 State Street (Veterans Plaza),,"Madison, WI,99 State Street (Veterans Plaza),USA",USA,12/10/11,100,Yes,https://www.facebook.com/OccupyMadison?sk=wall,https://fbcdn-sphotos-a.akamaihd.net/hphotos-ak-ash4/298512_250274858358815_240511199335181_792501_1180632032_n.jpg,capital_big_highlight,target,shaded_dot
